rootDomain,tag,domain,animation_url,image_url,description,,Moto Name,Top Chassis_attr,Wheel_attr,Wheel Fairing_attr,Wind Shield_attr,Speedometer_attr,Bottom Fairing_attr,Chain Cap_attr,Exhaust Pipe_attr,Head Light_attr,Side Fairing_attr,Side Cart_attr,Pattern_attr,Color_attr,Model R G B_attr,Number Plate_attr,ID
wilder.moto.test.test,167,wilder.moto.test.test.167,No link specified,No link specified,Test render to test the infrustructure,6353,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T2B/Type5,T3A/Type6,T2B/Type5,None,Spaced Out,Heavy,3,ZZ-666,2A1DOMC84WYCO
wilder.moto.test.test,168,wilder.moto.test.test.168,No link specified,No link specified,Test render to test the infrustructure,6354,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T2A/Type4,T1A/Type1,T2A/Type4,T3A/Type6,T3A/Type6,None,Spaced Out,Boss,2,MT-867,WE9HMA9UETFU4
wilder.moto.test.test,169,wilder.moto.test.test.169,No link specified,No link specified,Test render to test the infrustructure,6355,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2B/Type5,T3A/Type6,T2B/Type5,None,Quad,Heavy,3,VR-495,H4Q7YK2YMP861
wilder.moto.test.test,170,wilder.moto.test.test.170,No link specified,No link specified,Test render to test the infrustructure,6356,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2A/Type4,T3A/Type6,T3A/Type6,Side Cart,Nested,Freedom,3,WW-961,YHA8EM1F0Y4GT
wilder.moto.test.test,171,wilder.moto.test.test.171,No link specified,No link specified,Test render to test the infrustructure,6357,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T2A/Type4,T2B/Type5,T3A/Type6,Side Cart,Quad,Houdini,3,WM-264,D89CNAG7A05XI
wilder.moto.test.test,172,wilder.moto.test.test.172,No link specified,No link specified,Test render to test the infrustructure,6358,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2A/Type2,T1C/Type3,T1A/Type1,T2B/Type5,T2A/Type4,T2B/Type5,Side Cart,Quad,Boss,1,MM-467,V43POMEKXU21D
wilder.moto.test.test,173,wilder.moto.test.test.173,No link specified,No link specified,Test render to test the infrustructure,6359,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T2A/Type4,T2B/Type5,T3A/Type6,Side Cart,XO,Houdini,0,WM-384,AM48ZJUQQ77XP
wilder.moto.test.test,174,wilder.moto.test.test.174,No link specified,No link specified,Test render to test the infrustructure,6360,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T1C/Type3,T1A/Type1,T2B/Type5,T3A/Type6,T2A/Type4,Side Cart,XO,Saint,0,MT-101,ZX184XLSNCS7S
wilder.moto.test.test,175,wilder.moto.test.test.175,No link specified,No link specified,Test render to test the infrustructure,6361,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2A/Type4,T3A/Type6,T2B/Type5,Side Cart,Nested,Houdini,1,WW-569,LBWFHTHGN155Z
wilder.moto.test.test,176,wilder.moto.test.test.176,No link specified,No link specified,Test render to test the infrustructure,6362,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T2B/Type5,T3A/Type6,T2B/Type5,Side Cart,Quad,Strange,0,TT-916,V6BTJ54ZTDCVV
wilder.moto.test.test,177,wilder.moto.test.test.177,No link specified,No link specified,Test render to test the infrustructure,6363,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2B/Type5,T3B/Type7,T2A/Type4,None,Nested,Heavy,1,ZZ-319,Q5MVIWIG0WWF1
wilder.moto.test.test,178,wilder.moto.test.test.178,No link specified,No link specified,Test render to test the infrustructure,6364,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T1B/Type2,T2A/Type3,T1A/Type1,T3B/Type7,T2A/Type4,None,Quad,Heavy,0,MM-926,ZOWWQ1NMGUNLL
wilder.moto.test.test,179,wilder.moto.test.test.179,No link specified,No link specified,Test render to test the infrustructure,6365,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2A/Type4,T2B/Type5,T2B/Type5,None,Spaced Out,Oasis,3,WW-660,1HOFGT7YWX261
wilder.moto.test.test,180,wilder.moto.test.test.180,No link specified,No link specified,Test render to test the infrustructure,6366,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T2B/Type5,T3A/Type6,T2A/Type4,None,Nested,Heavy,1,VR-250,R0LUSH9BAZFMI
wilder.moto.test.test,181,wilder.moto.test.test.181,No link specified,No link specified,Test render to test the infrustructure,6367,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2A/Type4,T2B/Type5,T3A/Type6,None,Nested,Strange,3,MM-500,8Q92OUD5Y7K02
wilder.moto.test.test,182,wilder.moto.test.test.182,No link specified,No link specified,Test render to test the infrustructure,6368,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T1C/Type3,T1A/Type1,T2A/Type4,T3A/Type6,T2B/Type5,None,Quad,Freedom,1,ZS-184,EXLEEH0JMTM4J
wilder.moto.test.test,183,wilder.moto.test.test.183,No link specified,No link specified,Test render to test the infrustructure,6369,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T2A/Type4,T2B/Type5,T3A/Type6,None,XO,Franklin,2,WW-202,9M2J3A0ER40SP
wilder.moto.test.test,184,wilder.moto.test.test.184,No link specified,No link specified,Test render to test the infrustructure,6370,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T2B/Type5,T2A/Type4,T2B/Type5,None,Quad,Freedom,2,ZS-627,R0QEFYHFOUSBL
wilder.moto.test.test,185,wilder.moto.test.test.185,No link specified,No link specified,Test render to test the infrustructure,6371,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T2A/Type4,T2A/Type4,T2B/Type5,None,Static,Strange,3,MT-209,FPXYXSHLD1JBR
wilder.moto.test.test,186,wilder.moto.test.test.186,No link specified,No link specified,Test render to test the infrustructure,6372,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T2A/Type4,T2B/Type5,T2B/Type5,None,Nested,Franklin,0,ZS-611,CF6AUI0KBVXOX
wilder.moto.test.test,187,wilder.moto.test.test.187,No link specified,No link specified,Test render to test the infrustructure,6373,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T2B/Type5,T2A/Type4,T3A/Type6,None,Nested,Boss,3,ZS-763,I5ZMY6A6DXHY0
wilder.moto.test.test,188,wilder.moto.test.test.188,No link specified,No link specified,Test render to test the infrustructure,6374,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2B/Type5,T2B/Type5,T2B/Type5,None,XO,Freedom,1,WW-142,9TMSW70U8D97N
wilder.moto.test.test,189,wilder.moto.test.test.189,No link specified,No link specified,Test render to test the infrustructure,6375,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T2A/Type4,T2B/Type5,T3A/Type6,None,Nested,Houdini,0,WW-238,V7G1CEX19XJVM
wilder.moto.test.test,190,wilder.moto.test.test.190,No link specified,No link specified,Test render to test the infrustructure,6376,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2B/Type5,T2B/Type5,T2A/Type4,None,Quad,Houdini,0,ZZ-912,SNYYXTLMH6DFT
wilder.moto.test.test,191,wilder.moto.test.test.191,No link specified,No link specified,Test render to test the infrustructure,6377,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T1B/Type2,T1A/Type1,T2B/Type5,T3A/Type6,T2A/Type4,None,Quad,Freedom,1,WW-729,8F31JPDNGLPBD
wilder.moto.test.test,192,wilder.moto.test.test.192,No link specified,No link specified,Test render to test the infrustructure,6378,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2A/Type4,T2B/Type5,T3A/Type6,None,Spaced Out,Strange,0,WM-737,LMEZW7UZG3A6L
wilder.moto.test.test,193,wilder.moto.test.test.193,No link specified,No link specified,Test render to test the infrustructure,6379,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2A/Type2,T2A/Type4,T1A/Type1,T1A/Type1,T2B/Type5,T2A/Type4,None,XO,Saint,2,WW-327,H1RWBDHJRLS8H
wilder.moto.test.test,194,wilder.moto.test.test.194,No link specified,No link specified,Test render to test the infrustructure,6380,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T2B/Type5,T1A/Type1,T2A/Type4,T3A/Type6,T2A/Type4,None,WILD,Wilderness,2,MM-303,WQHV7DL6N8IYU
wilder.moto.test.test,195,wilder.moto.test.test.195,No link specified,No link specified,Test render to test the infrustructure,6381,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2A/Type4,T2A/Type3,T1A/Type1,T2A/Type4,T2B/Type5,None,Quad,Boss,0,MT-930,3Q2I8R9TPSF00
wilder.moto.test.test,196,wilder.moto.test.test.196,No link specified,No link specified,Test render to test the infrustructure,6382,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2A/Type4,T2B/Type5,T2B/Type5,None,Quad,Heavy,3,MM-766,EC2P828MGHYZJ
wilder.moto.test.test,197,wilder.moto.test.test.197,No link specified,No link specified,Test render to test the infrustructure,6383,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T2B/Type5,T2B/Type5,T2A/Type4,None,Quad,Heavy,0,VR-668,QCGDPFLCJZU32
wilder.moto.test.test,198,wilder.moto.test.test.198,No link specified,No link specified,Test render to test the infrustructure,6384,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T2A/Type4,T2A/Type4,T3A/Type6,None,Quad,Houdini,0,MT-375,8TM0AME17SBDV
wilder.moto.test.test,199,wilder.moto.test.test.199,No link specified,No link specified,Test render to test the infrustructure,6385,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T2A/Type4,T3A/Type6,T2A/Type4,None,Spaced Out,Flo,1,WM-817,6X224E476TR22
wilder.moto.test.test,200,wilder.moto.test.test.200,No link specified,No link specified,Test render to test the infrustructure,6386,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T2A/Type4,T1A/Type1,T2A/Type4,T3A/Type6,T1C/Type3,None,WILD,Oasis,2,MM-938,SBGJ9LJUH1OX5
